"Date,""Game"",""Earnings"",""Players"",""Tournaments"""
"2023-02-01,""Overwatch 2"",67634,197,34"
"2023-02-01,""World of WarCraft"",40000,33,4"
"2023-02-01,""Age of Empires II"",36255.1,120,28"
"2023-02-01,""Clash Royale"",32850,21,5"
"2023-02-01,""Point Blank"",32717.58,40,2"
"2023-02-01,""Clash of Clans"",30000,40,1"
"2023-02-01,""Pokémon VGC"",28500,32,1"
"2023-02-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",28165.6,40,2"
"2023-02-01,""WarCraft III: Reforged"",27827.78,29,16"
"2023-02-01,""Pokemon Unite"",27595,65,5"
"2023-02-01,""FIFA Online 4"",23017.15,31,1"
"2023-02-01,""Trackmania (2020)"",21678.97,73,22"
"2023-02-01,""Super Smash Bros. Ultimate"",17386.8,22,4"
"2023-02-01,""Super Smash Bros. Melee"",14750,34,6"
"2023-02-01,""CrossFire Mobile"",14383,15,1"
"2023-02-01,""Pokémon GO"",14100,23,4"
"2023-02-01,""Mobile Legends: Bang Bang"",13958,25,1"
"2023-02-01,""Guilty Gear -STRIVE-"",11616.04,8,1"
"2023-02-01,""Guilty Gear Xrd REV 2"",5384.8,8,1"
"2023-02-01,""Teamfight Tactics"",5301.96,8,1"
"2023-02-01,""Tetris"",5039.6,13,3"
"2023-02-01,""Age of Empires"",4922.49,37,4"
"2023-02-01,""NHL 23"",4250,4,1"
"2023-02-01,""Diabotical"",2713.97,10,5"
"2023-02-01,""Melty Blood: Type Lumina"",2615,8,1"
"2023-02-01,""Guilty Gear XX Accent Core Plus R"",2578.55,8,1"
"2023-02-01,""Trackmania United Forever"",2540.18,13,1"
"2023-02-01,""osu!"",2434.93,42,7"
"2023-02-01,""Minecraft"",2100,8,1"
"2023-02-01,""Hearthstone Battlegrounds"",2000,15,2"
"2023-02-01,""Lichess"",2000,8,2"
"2023-02-01,""After-H"",1294.82,16,1"
"2023-02-01,""Age of Empires IV"",819.78,24,6"
"2023-02-01,""Call of Duty: Warzone"",700,4,1"
"2023-02-01,""Microsoft Excel"",600,3,1"
"2023-02-01,""Quake III Arena"",587.63,4,1"
"2023-02-01,""Beat Saber"",516.5,7,1"
"2023-02-01,""Roller Champions"",413.94,23,4"
"2023-02-01,""Quake Champions"",300,3,1"
"2023-02-01,""Blaston"",254.5,3,1"
"2023-02-01,""Age of Empires Online"",200,4,2"
"2023-02-01,""Stick Fight the Game"",200,5,1"
"2023-02-01,""Age of Mythology"",100,1,1"
"2023-03-01,""Fortnite"",2862480.3,976,45"
"2023-03-01,""Counter-Strike: Global Offensive"",2432102.99,818,40"
"2023-03-01,""VALORANT"",1165954.6,1328,37"
"2023-03-01,""Call of Duty: Modern Warfare II"",683000,135,4"
"2023-03-01,""Dota 2"",573806.19,269,9"
"2023-03-01,""NBA 2K23"",5e+05,4,2"
"2023-03-01,""Rocket League"",443157.47,378,39"
"2023-03-01,""FIFA 23"",396251.1,129,15"
"2023-03-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",333034,244,5"
"2023-03-01,""Rainbow Six Siege"",247942.8,61,2"
"2023-03-01,""Brawl Stars"",203000,130,9"
"2023-03-01,""Apex Legends"",172000,51,1"
"2023-03-01,""League of Legends"",169829.39,285,13"
"2023-03-01,""Super Smash Bros. Ultimate"",140127.55,52,9"
"2023-03-01,""Point Blank"",126417.04,53,3"
"2023-03-01,""StarCraft: Remastered"",115634.68,35,25"
"2023-03-01,""Clash Royale"",113815,45,5"
"2023-03-01,""Guilty Gear -STRIVE-"",101800,14,2"
"2023-03-01,""DNF Duel"",1e+05,8,1"
"2023-03-01,""Minecraft"",1e+05,1,1"
"2023-03-01,""Overwatch 2"",93000,227,7"
"2023-03-01,""Age of Empires II"",90489.98,50,15"
"2023-03-01,""Pokemon Unite"",60500,33,1"
"2023-03-01,""chessarena.com"",54000,8,1"
"2023-03-01,""Brawlhalla"",50000,80,6"
"2023-03-01,""Chess.com"",50000,49,10"
"2023-03-01,""FIFA Online 4"",42643.58,40,2"
"2023-03-01,""Trackmania (2020)"",40332.14,101,29"
"2023-03-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",40000,41,1"
"2023-03-01,""StarCraft II"",32965.66,71,31"
"2023-03-01,""CrossFire Mobile"",29059,26,2"
"2023-03-01,""Call of Duty: Warzone"",29000,12,1"
"2023-03-01,""Arena of Valor"",23292.11,44,1"
"2023-03-01,""Call of Duty: Mobile"",20500,23,1"
"2023-03-01,""Super Smash Bros. Melee"",20237.68,32,4"
"2023-03-01,""Dragon Ball FighterZ"",20000,8,1"
"2023-03-01,""Tekken 7"",17450,7,2"
"2023-03-01,""WarCraft III: Reforged"",17235.94,17,11"
"2023-03-01,""League of Legends: Wild Rift"",10000,26,1"
"2023-03-01,""World of Tanks"",9646.92,36,1"
"2023-03-01,""Pokémon GO"",9200,18,4"
"2023-03-01,""Halo Infinite"",8000,38,5"
"2023-03-01,""Hearthstone Battlegrounds"",5845.5,8,1"
"2023-03-01,""Rezzil Player"",5100,12,1"
"2023-03-01,""Age of Empires"",4248.88,48,3"
"2023-03-01,""osu!"",3604.5,102,11"
"2023-03-01,""Tetris"",2500,8,1"
"2023-03-01,""Lichess"",2000,8,2"
"2023-03-01,""Temtem"",2000,4,1"
"2023-03-01,""Roller Champions"",1155.1,30,2"
"2023-03-01,""Microsoft Excel"",1000,5,2"
"2023-03-01,""Rivals of Aether"",1000,6,1"
"2023-03-01,""Age of Empires IV"",972.37,28,8"
"2023-03-01,""BlazBlue: Central Fiction"",610,8,1"
"2023-03-01,""Age of Mythology"",516.52,5,6"
"2023-03-01,""Age of Empires Online"",300,1,1"
"2023-03-01,""Artifact Classic"",64.8,3,1"
"2023-04-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",3388018.34,630,10"
"2023-04-01,""Dota 2"",2782712.25,495,19"
"2023-04-01,""League of Legends"",2040050.08,603,25"
"2023-04-01,""Counter-Strike: Global Offensive"",1020715.48,624,34"
"2023-04-01,""Rainbow Six Siege"",973098,319,8"
"2023-04-01,""Call of Duty: Modern Warfare II"",728000,137,10"
"2023-04-01,""World of WarCraft"",620000,58,5"
"2023-04-01,""CrossFire"",585270,101,3"
"2023-04-01,""Mobile Legends: Bang Bang"",529184.07,361,8"
"2023-04-01,""Arena of Valor"",445391.72,87,2"
"2023-04-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",444980,105,2"
"2023-04-01,""Rocket League"",436525.47,366,39"
"2023-04-01,""Fortnite"",432810,320,16"
"2023-04-01,""NBA 2K23"",3e+05,39,2"
"2023-04-01,""FIFA 23"",290207.28,104,13"
"2023-04-01,""Chess.com"",255000,82,11"
"2023-04-01,""Overwatch 2"",242050.12,266,7"
"2023-04-01,""Free Fire"",228632.64,186,2"
"2023-04-01,""VALORANT"",207718.5,494,20"
"2023-04-01,""Brawl Stars"",193000,112,9"
"2023-04-01,""StarCraft: Remastered"",180971.87,84,28"
"2023-04-01,""CrossFire Mobile"",145580,15,1"
"2023-04-01,""FIFA Online 4"",138332.42,44,2"
"2023-04-01,""Brawlhalla"",125000,112,8"
"2023-04-01,""Apex Legends"",124250,191,2"
"2023-04-01,""Clash of Clans"",1e+05,52,2"
"2023-04-01,""Clash Royale"",77100,58,5"
"2023-04-01,""Age of Empires IV"",76362.16,156,17"
"2023-04-01,""Call of Duty: Mobile"",65317.5,28,1"
"2023-04-01,""chessarena.com"",54000,8,1"
"2023-04-01,""Hearthstone"",50000,16,1"
"2023-04-01,""Pokémon GO"",33200,44,3"
"2023-04-01,""WarCraft III: Reforged"",29619.64,22,10"
"2023-04-01,""StarCraft II"",27793.9,98,25"
"2023-04-01,""Teamfight Tactics"",26839.59,52,2"
"2023-04-01,""Age of Empires II"",26546.49,158,28"
"2023-04-01,""Guilty Gear -STRIVE-"",20263.79,16,2"
"2023-04-01,""Super Smash Bros. Melee"",19230,33,5"
"2023-04-01,""After-H"",18360,16,1"
"2023-04-01,""Counter-Strike 2"",18000,21,4"
"2023-04-01,""Tetris"",17779.04,16,1"
"2023-04-01,""Assetto Corsa"",15572.7,20,2"
"2023-04-01,""Trackmania (2020)"",15296.6,127,35"
"2023-04-01,""Granblue Fantasy: Versus"",15200,8,1"
"2023-04-01,""King of Fighters XV"",15200,8,1"
"2023-04-01,""Melty Blood: Type Lumina"",15200,8,1"
"2023-04-01,""Street Fighter V: Champion Edition"",15200,8,1"
"2023-04-01,""Tekken 7"",15200,8,1"
"2023-04-01,""Virtua Fighter 5: Ultimate Showdown"",15200,8,1"
"2023-04-01,""Super Smash Bros. Ultimate"",11000,20,3"
"2023-04-01,""Halo Infinite"",5136.8,36,4"
"2023-04-01,""osu!"",3954.12,40,5"
"2023-04-01,""Age of Empires"",3833.53,35,2"
"2023-04-01,""Heroes of the Storm"",2162,15,1"
"2023-04-01,""Assetto Corsa Competizione"",2140,4,2"
"2023-04-01,""Lichess"",2000,9,2"
"2023-04-01,""Age of Mythology"",1502.14,9,6"
"2023-04-01,""Quake Champions"",1162.77,16,1"
"2023-04-01,""TrackMania 2: Canyon"",1088.79,4,1"
"2023-04-01,""Microsoft Excel"",1000,5,2"
"2023-04-01,""Age of Empires Online"",700,4,1"
"2023-04-01,""Minecraft"",700,3,1"
"2023-04-01,""Tetr.io"",535.04,4,1"
"2023-04-01,""BlazBlue: Central Fiction"",470,4,1"
"2023-04-01,""Age of Empires III"",400,6,1"
"2023-04-01,""Call of Duty: Modern Warfare 2"",96.75,2,1"
"2023-04-01,""Roller Champions"",10.5,4,1"
"2023-04-01,""ARMS"",10,1,1"
"2023-05-01,""Arena of Valor"",3388612.28,247,3"
"2023-05-01,""Fortnite"",2488190,622,33"
"2023-05-01,""Counter-Strike: Global Offensive"",2324874.83,654,32"
"2023-05-01,""VALORANT"",853410.78,393,14"
"2023-05-01,""Rocket League"",811302.51,427,40"
"2023-05-01,""Teamfight Tactics"",763291.64,70,3"
"2023-05-01,""Rainbow Six Siege"",750000,121,1"
"2023-05-01,""Call of Duty: Modern Warfare II"",743126.9,145,6"
"2023-05-01,""FIFA 23"",734309.02,276,28"
"2023-05-01,""NBA 2K23"",625000,42,2"
"2023-05-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",611970.27,221,3"
"2023-05-01,""Dota 2"",594524.15,121,7"
"2023-05-01,""Identity V"",585103.5,106,1"
"2023-05-01,""CrossFire"",571636,164,5"
"2023-05-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",549000,251,4"
"2023-05-01,""Chess.com"",393000,213,14"
"2023-05-01,""Mobile Legends: Bang Bang"",381420.85,325,7"
"2023-05-01,""Apex Legends"",375000,282,3"
"2023-05-01,""Free Fire"",296000,80,1"
"2023-05-01,""League of Legends"",250617.3,70,2"
"2023-05-01,""Brawl Stars"",245000,48,2"
"2023-05-01,""Magic: The Gathering Arena"",2e+05,28,1"
"2023-05-01,""StarCraft II"",176693.83,86,31"
"2023-05-01,""Call of Duty: Mobile"",164174,26,1"
"2023-05-01,""Overwatch 2"",130464,88,3"
"2023-05-01,""Age of Empires II"",87608.08,183,22"
"2023-05-01,""StarCraft: Remastered"",82469.1,14,24"
"2023-05-01,""Clash Royale"",72679.02,37,2"
"2023-05-01,""Magic: The Gathering Online"",70000,8,1"
"2023-05-01,""Multigaming"",57319.04,8,1"
"2023-05-01,""chessarena.com"",54000,8,1"
"2023-05-01,""Hearthstone Battlegrounds"",50633,20,2"
"2023-05-01,""NHL 23"",50000,8,2"
"2023-05-01,""Super Smash Bros. Ultimate"",45975.01,49,7"
"2023-05-01,""League of Legends: Wild Rift"",40508.78,22,2"
"2023-05-01,""Age of Empires IV"",37003.69,101,15"
"2023-05-01,""Pokémon GO"",21250,36,4"
"2023-05-01,""Tekken 7"",18700,19,2"
"2023-05-01,""Super Smash Bros. Melee"",17658.26,31,5"
"2023-05-01,""WarCraft III: Reforged"",14202.67,32,11"
"2023-05-01,""Trackmania (2020)"",13738.91,60,17"
"2023-05-01,""Guilty Gear -STRIVE-"",10330,8,1"
"2023-05-01,""World of Tanks"",9636.57,36,1"
"2023-05-01,""King of Fighters XV"",7080,14,2"
"2023-05-01,""Age of Empires"",5126.7,45,4"
"2023-05-01,""Skullgirls 2nd Encore"",4480,8,1"
"2023-05-01,""Lichess"",4000,15,3"
"2023-05-01,""Tetris"",3871.39,17,3"
"2023-05-01,""Street Fighter V: Champion Edition"",3510,8,1"
"2023-05-01,""Tetris Effect: Connected"",2321.3,16,1"
"2023-05-01,""Tetr.io"",1721.15,4,1"
"2023-05-01,""osu!"",1685.93,9,3"
"2023-05-01,""Age of Mythology"",1665.42,17,5"
"2023-05-01,""Hearthstone"",1200,14,1"
"2023-05-01,""Microsoft Excel"",600,3,1"
"2023-05-01,""Blaston"",105,2,1"
"2023-05-01,""Call of Duty: Modern Warfare 2"",22.5,3,1"
"2023-05-01,""Roller Champions"",15.75,3,1"
"2023-06-01,""Dota 2"",2814152.69,491,20"
"2023-06-01,""Call of Duty: Modern Warfare II"",2530000,64,2"
"2023-06-01,""VALORANT"",1882021.64,1079,32"
"2023-06-01,""Counter-Strike: Global Offensive"",1801952.92,998,50"
"2023-06-01,""Overwatch 2"",1323300,360,6"
"2023-06-01,""Fortnite"",1164982.9,532,35"
"2023-06-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",1092234.7,606,15"
"2023-06-01,""FIFA 23"",995814.75,143,11"
"2023-06-01,""Rocket League"",518571.31,497,40"
"2023-06-01,""League of Legends: Wild Rift"",344653.24,34,1"
"2023-06-01,""Mobile Legends: Bang Bang"",3e+05,65,1"
"2023-06-01,""NBA 2K23"",250000,40,1"
"2023-06-01,""iRacing.com"",203500,31,3"
"2023-06-01,""FIFA Online 4"",197810.7,129,4"
"2023-06-01,""Pokemon Unite"",175000,153,4"
"2023-06-01,""Apex Legends"",149950,67,2"
"2023-06-01,""Brawl Stars"",143000,108,8"
"2023-06-01,""StarCraft: Remastered"",136548.41,70,24"
"2023-06-01,""Halo Infinite"",125000,64,1"
"2023-06-01,""Rennsport"",122850,36,2"
"2023-06-01,""Arena of Valor"",98190,42,2"
"2023-06-01,""StarCraft II"",86223.41,63,24"
"2023-06-01,""SMITE"",85000,39,1"
"2023-06-01,""CrossFire"",75000,20,1"
"2023-06-01,""Brawlhalla"",70000,49,2"
"2023-06-01,""Chess.com"",65000,45,9"
"2023-06-01,""Trackmania (2020)"",58063.29,83,17"
"2023-06-01,""Clash Royale"",57000,32,1"
"2023-06-01,""chessarena.com"",54000,8,1"
"2023-06-01,""NHL 23"",51000,4,1"
"2023-06-01,""Call of Duty: Mobile"",49308.67,52,1"
"2023-06-01,""World of WarCraft"",40000,33,4"
"2023-06-01,""League of Legends"",37418.03,68,4"
"2023-06-01,""Street Fighter 6"",34522.89,38,9"
"2023-06-01,""Age of Empires IV"",31393.72,39,6"
"2023-06-01,""Super Smash Bros. Ultimate"",29108.5,52,8"
"2023-06-01,""Age of Empires II"",29108.15,209,23"
"2023-06-01,""Tekken 7"",25063.33,27,5"
"2023-06-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",22502.2,68,4"
"2023-06-01,""Super Smash Bros. Melee"",21534.76,48,7"
"2023-06-01,""Call of Duty: Warzone"",19000,15,1"
"2023-06-01,""WarCraft III: Reforged"",14777.98,16,10"
"2023-06-01,""Guilty Gear -STRIVE-"",11364.96,18,3"
"2023-06-01,""rFactor 2"",10700,10,1"
"2023-06-01,""Age of Empires"",10459.41,31,4"
"2023-06-01,""Clash of Clans"",7500,15,1"
"2023-06-01,""Pokémon GO"",5700,12,3"
"2023-06-01,""King of Fighters XV"",5130,12,2"
"2023-06-01,""Heroes of the Storm"",5000,30,1"
"2023-06-01,""Minecraft"",5000,6,1"
"2023-06-01,""Hearthstone Battlegrounds"",4068.62,12,2"
"2023-06-01,""Lichess"",4000,15,3"
"2023-06-01,""osu!"",2564.33,26,2"
"2023-06-01,""Hearthstone"",2147.23,8,1"
"2023-06-01,""Dragon Ball FighterZ"",2000,4,1"
"2023-06-01,""Pokémon VGC"",2000,4,1"
"2023-06-01,""Temtem"",2000,4,1"
"2023-06-01,""Ultimate Marvel vs. Capcom 3"",2000,4,1"
"2023-06-01,""Blaston"",1500,8,1"
"2023-06-01,""Microsoft Excel"",1150,7,2"
"2023-06-01,""Age of Mythology"",805.76,5,3"
"2023-06-01,""Age of Empires III"",500,2,1"
"2023-06-01,""Quake Champions"",350,12,1"
"2023-06-01,""BlazBlue: Central Fiction"",250,3,1"
"2023-06-01,""Battlerite"",54.5,2,1"
"2023-06-01,""Roller Champions"",50.4,3,1"
"2023-07-01,""Dota 2"",15735334.64,225,10"
"2023-07-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",3324044.9,347,13"
"2023-07-01,""FIFA 23"",3021970.96,127,5"
"2023-07-01,""Fortnite"",2196526.66,277,16"
"2023-07-01,""Rainbow Six Siege"",2e+06,40,1"
"2023-07-01,""Rennsport"",1140000,34,2"
"2023-07-01,""Tekken 7"",1050000,48,2"
"2023-07-01,""Apex Legends"",1e+06,60,1"
"2023-07-01,""Counter-Strike: Global Offensive"",634286.7,494,28"
"2023-07-01,""League of Legends: Wild Rift"",624533.27,47,2"
"2023-07-01,""Arena of Valor"",568945.02,82,2"
"2023-07-01,""VALORANT"",532973.39,510,21"
"2023-07-01,""Rocket League"",442476.38,292,30"
"2023-07-01,""Chess.com"",349000,87,12"
"2023-07-01,""Halo Infinite"",250000,64,1"
"2023-07-01,""NBA 2K23"",250000,40,1"
"2023-07-01,""Mobile Legends: Bang Bang"",236970.24,127,6"
"2023-07-01,""League of Legends"",155321.43,105,7"
"2023-07-01,""StarCraft: Remastered"",145154.96,25,27"
"2023-07-01,""Brawl Stars"",143000,107,8"
"2023-07-01,""Overwatch 2"",141800,224,4"
"2023-07-01,""CrossFire HD"",140020,45,1"
"2023-07-01,""FIFA Online 4"",1e+05,24,1"
"2023-07-01,""Street Fighter 6"",92009.15,50,9"
"2023-07-01,""Hearthstone Battlegrounds"",92000,35,3"
"2023-07-01,""Identity V"",85005.84,40,1"
"2023-07-01,""StarCraft II"",75118.02,57,34"
"2023-07-01,""CrossFire"",75000,10,1"
"2023-07-01,""Quake Champions"",72000,16,1"
"2023-07-01,""Super Smash Bros. Melee"",71737.12,31,6"
"2023-07-01,""Brawlhalla"",70000,41,2"
"2023-07-01,""Clash Royale"",57000,8,1"
"2023-07-01,""Pokemon Unite"",50000,41,1"
"2023-07-01,""Age of Empires II"",45645.22,111,27"
"2023-07-01,""Clash of Clans"",42177,20,1"
"2023-07-01,""WarCraft III: Reforged"",41890.62,26,12"
"2023-07-01,""World of WarCraft"",40000,35,4"
"2023-07-01,""Call of Duty: Mobile"",28118,39,1"
"2023-07-01,""Pokémon GO"",26650,32,1"
"2023-07-01,""Super Smash Bros. Ultimate"",22185.36,55,8"
"2023-07-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",21028.61,65,4"
"2023-07-01,""Farming Simulator 19"",16350.02,24,1"
"2023-07-01,""osu!"",15659.36,47,9"
"2023-07-01,""Teamfight Tactics"",12855.11,32,1"
"2023-07-01,""After-H"",12535,25,2"
"2023-07-01,""Minecraft"",12500,4,2"
"2023-07-01,""Age of Empires IV"",11940.08,78,12"
"2023-07-01,""Counter-Strike 2"",10000,5,1"
"2023-07-01,""Temtem"",10000,15,1"
"2023-07-01,""Trackmania (2020)"",8324.87,70,19"
"2023-07-01,""Tetris"",6649.62,23,5"
"2023-07-01,""Age of Empires"",4154.38,28,3"
"2023-07-01,""Lichess"",2000,8,2"
"2023-07-01,""Age of Mythology"",1853.94,15,5"
"2023-07-01,""Microsoft Excel"",1150,7,2"
"2023-07-01,""Age of Empires III"",450,6,9"
"2023-07-01,""Blaston"",280,1,1"
"2023-07-01,""Artifact Classic"",65.4,3,1"
"2023-08-01,""Rocket League"",4243726.11,238,21"
"2023-08-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",3116031.86,536,6"
"2023-08-01,""Counter-Strike: Global Offensive"",2971395.67,562,28"
"2023-08-01,""Fortnite"",2661878,765,45"
"2023-08-01,""VALORANT"",2333631.68,318,10"
"2023-08-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",2193440.82,127,4"
"2023-08-01,""League of Legends"",1852423.36,560,25"
"2023-08-01,""Street Fighter 6"",1111219.04,56,8"
"2023-08-01,""NBA 2K23"",1e+06,60,1"
"2023-08-01,""CrossFire"",789825,99,2"
"2023-08-01,""StarCraft II"",579365,78,25"
"2023-08-01,""Pokemon Unite"",510800,101,2"
"2023-08-01,""CrossFire Mobile"",336451.05,64,1"
"2023-08-01,""World of WarCraft"",320000,43,4"
"2023-08-01,""Identity V"",274524,40,1"
"2023-08-01,""StarCraft: Remastered"",223091.21,45,29"
"2023-08-01,""Call of Duty: Warzone"",196000,54,7"
"2023-08-01,""Brawl Stars"",193000,111,9"
"2023-08-01,""Overwatch 2"",170512.47,195,5"
"2023-08-01,""Quake Champions"",150550,36,2"
"2023-08-01,""Minecraft"",142205,40,6"
"2023-08-01,""Halo Infinite"",125000,64,1"
"2023-08-01,""Mobile Legends: Bang Bang"",105100,139,3"
"2023-08-01,""Dota 2"",87449.03,152,8"
"2023-08-01,""Call of Duty: Mobile"",86544,73,2"
"2023-08-01,""Rainbow Six Siege"",86383.61,66,2"
"2023-08-01,""Clash Royale"",73500,42,2"
"2023-08-01,""Magic: The Gathering Online"",70000,8,1"
"2023-08-01,""Chess.com"",55000,80,13"
"2023-08-01,""Clash of Clans"",50000,40,1"
"2023-08-01,""Hearthstone"",50000,16,1"
"2023-08-01,""Pokémon GO"",47000,16,1"
"2023-08-01,""Super Smash Bros. Ultimate"",40174.6,34,5"
"2023-08-01,""Call of Duty: Modern Warfare II"",40000,21,2"
"2023-08-01,""Tekken 7"",37172.42,19,3"
"2023-08-01,""WarCraft III: Reforged"",35979.06,20,7"
"2023-08-01,""Guilty Gear -STRIVE-"",28393.54,17,3"
"2023-08-01,""King of Fighters XV"",25908.74,11,2"
"2023-08-01,""Super Smash Bros. Melee"",25445.02,25,4"
"2023-08-01,""Dragon Ball FighterZ"",25000,8,1"
"2023-08-01,""Melty Blood: Type Lumina"",25000,8,1"
"2023-08-01,""Mortal Kombat 11"",25000,8,1"
"2023-08-01,""Ultimate Marvel vs. Capcom 3"",25000,8,1"
"2023-08-01,""Trackmania (2020)"",19369.33,65,14"
"2023-08-01,""Farming Simulator 22"",16254,24,2"
"2023-08-01,""Teamfight Tactics"",12531.04,32,1"
"2023-08-01,""League of Legends: Wild Rift"",11419.07,18,1"
"2023-08-01,""Mario Kart 8 Deluxe"",9650,8,1"
"2023-08-01,""Age of Empires II"",8958.72,50,15"
"2023-08-01,""Age of Empires"",7246.29,48,2"
"2023-08-01,""osu!"",3277.45,76,5"
"2023-08-01,""Super Smash Bros."",2486.24,12,1"
"2023-08-01,""Lichess"",2000,9,2"
"2023-08-01,""Roller Champions"",1207.5,30,1"
"2023-08-01,""Tetris"",1017.82,4,1"
"2023-08-01,""Age of Empires IV"",938.23,20,5"
"2023-08-01,""Age of Empires III"",650,14,12"
"2023-08-01,""Microsoft Excel"",600,3,1"
"2023-08-01,""Age of Empires Online"",360,5,5"
"2023-08-01,""Age of Mythology"",188.55,3,1"
"2023-09-01,""Arena of Valor"",3029568.61,269,4"
"2023-09-01,""Apex Legends"",2e+06,60,1"
"2023-09-01,""Dota 2"",1441000,201,8"
"2023-09-01,""Counter-Strike: Global Offensive"",761199.42,434,25"
"2023-09-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",733117.11,103,6"
"2023-09-01,""Rainbow Six Siege"",680261.5,183,5"
"2023-09-01,""Chess.com"",636500,110,21"
"2023-09-01,""CrossFire"",615000,154,5"
"2023-09-01,""League of Legends"",613095.23,356,11"
"2023-09-01,""Fortnite"",500028,413,37"
"2023-09-01,""Call of Duty: Warzone"",5e+05,30,1"
"2023-09-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",325928,201,5"
"2023-09-01,""FIFA Online 4"",3e+05,53,1"
"2023-09-01,""Teamfight Tactics"",262786.6,47,2"
"2023-09-01,""iRacing.com"",260000,28,1"
"2023-09-01,""Halo Infinite"",250000,64,1"
"2023-09-01,""StarCraft: Remastered"",231215.11,48,26"
"2023-09-01,""Madden NFL 24"",2e+05,32,1"
"2023-09-01,""Call of Duty: Mobile"",182814.5,47,2"
"2023-09-01,""VALORANT"",140108.84,322,16"
"2023-09-01,""chess24"",139100,10,1"
"2023-09-01,""League of Legends: Wild Rift"",137530,47,1"
"2023-09-01,""Rocket League"",134673.46,219,23"
"2023-09-01,""Mobile Legends: Bang Bang"",104547.86,33,2"
"2023-09-01,""Call of Duty: Modern Warfare II"",70000,6,1"
"2023-09-01,""Identity V"",68819.52,41,1"
"2023-09-01,""StarCraft II"",64252,43,24"
"2023-09-01,""Clash Royale"",57000,32,1"
"2023-09-01,""Street Fighter 6"",50944.27,53,11"
"2023-09-01,""Clash of Clans"",50000,23,1"
"2023-09-01,""Trackmania (2020)"",35410,70,16"
"2023-09-01,""Super Smash Bros. Melee"",34408.98,36,3"
"2023-09-01,""Overwatch 2"",33300,39,1"
"2023-09-01,""Minecraft"",25000,2,1"
"2023-09-01,""Tekken 7"",24371,10,3"
"2023-09-01,""Age of Empires II"",23317.36,126,20"
"2023-09-01,""Pokémon GO"",21400,16,2"
"2023-09-01,""Guilty Gear -STRIVE-"",19868.68,26,5"
"2023-09-01,""Farming Simulator 22"",16050.02,25,1"
"2023-09-01,""WarCraft III: Reforged"",15796.54,43,12"
"2023-09-01,""Temtem"",10500,24,3"
"2023-09-01,""World of Tanks"",9518.67,36,1"
"2023-09-01,""Super Smash Bros. Ultimate"",9014.56,14,3"
"2023-09-01,""Counter-Strike 2"",7517.57,75,8"
"2023-09-01,""osu!"",6375.55,122,8"
"2023-09-01,""Age of Empires"",5078.41,48,4"
"2023-09-01,""Brawlhalla"",5000,8,1"
"2023-09-01,""Super Smash Bros."",5000,8,1"
"2023-09-01,""Tetris"",4733.56,15,4"
"2023-09-01,""Team Fortress 2"",3745.06,24,1"
"2023-09-01,""King of Fighters XV"",3230,8,1"
"2023-09-01,""EA Sports FC 24"",2751.49,13,4"
"2023-09-01,""Heroes of the Storm"",2334.19,20,1"
"2023-09-01,""Guilty Gear Xrd REV 2"",1398,8,1"
"2023-09-01,""Age of Empires IV"",1257.89,43,11"
"2023-09-01,""Microsoft Excel"",1150,7,2"
"2023-09-01,""Dragon Ball FighterZ"",1050,9,2"
"2023-09-01,""Stick Fight the Game"",500,0,1"
"2023-09-01,""Street Fighter III: 3rd Strike"",160.58,2,1"
"2023-09-01,""Roller Champions"",68.26,3,1"
"2023-09-01,""Age of Empires III"",50,2,1"
"2023-09-01,""Age of Mythology"",40,1,1"
"2023-09-01,""Dream Three Kingdoms 2"",0,0,1"
"2023-09-01,""EA Sports FC Online"",0,3,1"
"2023-09-01,""Street Fighter V: Champion Edition"",0,3,1"
"2023-10-01,""Fortnite"",4411288.5,535,32"
"2023-10-01,""Dota 2"",3441818.9,167,5"
"2023-10-01,""Overwatch 2"",1916517.08,156,4"
"2023-10-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",1263323.03,414,9"
"2023-10-01,""Counter-Strike: Global Offensive"",1159313.45,533,19"
"2023-10-01,""Halo Infinite"",1e+06,64,1"
"2023-10-01,""Mobile Legends: Bang Bang"",810613.58,557,10"
"2023-10-01,""Arena of Valor"",788430.24,205,6"
"2023-10-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",736007.01,308,6"
"2023-10-01,""Counter-Strike 2"",614578.52,727,51"
"2023-10-01,""VALORANT"",529254.95,837,39"
